,Topic,Representative Post
161,1,mark thanks ride echoed completed
162,1,going take time get familiar this
163,1,mary take getting used least express
164,1,take little getting used
165,1,echo number stay same
166,1,echo echo echo mantra
167,1,aware this fact true certain supreme court evidence negate election new election free possibility compromised echo echo echo echo echo echo echo
168,1,that people need wake leave twitter facebook
169,1,anyone still facebookgets deserve bankrupt commie company
170,1,earth would anyone still using facebook twitter
171,1,please share dontlet anyone forget
172,1,please watch share every one
173,1,huge information going united state please share
174,1,tic tok right soon
175,1,need tiktok watch not support tiktok not account
176,1,well fair tit real either
177,1,tell suspense censoring political post
178,1,censor conservative parler censor liberal
179,1,know what about way censor
180,1,wow triggered little bitch love
181,1,troll sorry triggered you
182,1,love video triggered dumb ass funny
183,1,hodgetwins beating expert rumble nice
184,1,definitely target statement hodgetwins
185,1,like you are going shit get hoodie hodgetwins
186,1,they will probably circle jerk nancy pelosis ugly face try reloading arrow quiver know completely wrong
187,1,piglosi stated many arrow quiver
188,1,not forget nut job nancy saying arrow quiver hang
189,1,stop censorship destroying country
190,1,instagram ridiculous even get away censorship make obvious
191,1,wtf get away sort censorship
192,1,twitter thought police not america
193,1,twitter facebook not wanted
194,1,not supposed twitter facebook
195,1,never used twitter thank god
196,1,used amazon year reason ever would again
197,1,gotten facistbook never used twitter feel great
198,1,damn straight party maga
199,1,damn straight rich best country ever always
200,1,damn straight get job
201,1,well mewe too not seem much time them
202,1,see page mewe well
203,1,got mewe like far need friend
204,1,wait minute mean previous lockdown did not work another many work
205,1,lockdown worked lock again statement much common sense lol
206,1,doe not work want another lockdown week doe not work week forth stupid
207,1,georgia election official say issue here tissue nothing see here move along move along
208,1,nothing see peasant move along
209,1,nothing see folk move along bitch need shot head
210,1,fuck checked bank account showed treasury department miss something
211,1,coming asset bank account next communist doright
212,1,check shore account cayman island
213,1,anyone else issue posting pic today
214,1,anyone else trouble signing parler
215,1,cannot follow anyone new parler anyone else issue
216,1,follow money corruption always leaf dirty footprint hove print case
217,1,look like governor explaining follow money
218,1,look money always follow money
219,1,heard duckduckgo here using instead google couple day rumble instead youtube
220,1,download duckduckgo browser instead google censorship
221,1,true search duckduckgo say not true
222,1,cannot believe want people literally follow guideline
223,1,unfing believable oath what like guideline
224,1,that get not follow guideline set antifa handbook
225,1,nevermind click second pic take article
226,1,what fake job pimping click bait scumbag
227,1,hate click link time see picturearticle hate
228,1,are hoping post pic maybe post clip movie favorite you
229,1,get trump parler please
230,1,president trump need join parler
231,1,read evening edition subscribe here
232,1,thanks like forget subscribe
233,1,trying subscribe sits saying connected
234,1,virginia wanting learn more please theproudboys
235,1,theproudboys echo echo echo
236,1,cannot handle manliness trump theproudboys take hike
237,1,greeting jnc good see post parler upvoted recent written post would grateful could give follow visit collegues account massupvote take care
238,1,jfricchione good see post parler upvoted recent uploaded post would thankful could give follow check collegues page massupvote nice day
239,1,thankq kagbabe posting this one top favorite account follow account taken down
240,1,nothing see here evidence educated devil best
241,1,nothing see here not
242,1,nothing see here everyone home
243,1,move rumble youtube censoring everything trump
244,1,purge want have moved rumble
245,1,move rumble leave youtube
246,1,not yet looking good attorney
247,1,hope god will not not looking good
248,1,hope not look good
249,1,joe tempe time people meeting
250,1,where metoo movement really matter right convenient
251,1,gorozco meet half way pick place florida
252,1,get thee gone leftist lunatic troll
253,1,take one lunatic know lunatic not vote lunatic
254,1,not pay attention lunatic free
255,1,that whining baby semiproudly acknowledge
256,1,wth aoc anyway she stupid girl get government bartending guess like kamala did
257,1,gee not think make sound like jealous school girl did not get nominated prom queen
258,1,literal translation pile sugar
259,1,translation please picture sign language person one
260,1,translation they are coming
261,1,real keanu fan account
262,1,always fake account acb doe not parler account not hacked always fake
263,1,report anything posted twitter facecheck
264,1,mmi actually think could better option
265,1,better not option anymore
266,1,hope not option therefore praying
267,1,not much going take figure fine
268,1,figure shit get out
269,1,going take time figure out
270,1,what ncswic open adjusting hashtags
271,1,surprised hashtag not squashed twater loon
272,1,free speech new crazy hashtag
273,1,put off fun now
274,1,lot fun watching dominate game
275,1,fun not getting married
276,1,not true stupid autocorrect
277,1,autocorrect respect commie intended ever
278,1,autocorrect fiend not enema
279,1,puzzle starting come together
280,1,putting puzzle together face would horse
281,1,big deal poppin missing piece finish puzzle
282,1,bitchute god damn issue processing video
283,1,think funding bitchute received planned upgrade platform challenge youtube
284,1,pushed create bitchute account
285,1,politician armywell that sound familiar
286,1,tied stopped counting sound familiar
287,1,sound like america first familiar
288,1,sarahpye totally banned twitter tried new email everything everything get suspended straight away day free speech well truly gone
289,1,newton medium facebook twitter caused happened yesterday fault censoring voice last year enough
290,1,yes agree let delete facebook twitter deleted twitter today fact right damaged many life year this push back this delete
291,1,storm upon time saddle
292,1,hope gather posse upright ship criminal disaster
293,1,fellow american storm upon
294,1,sure twit remove president trump like
295,1,this care tweet twitter dead soon patriot
296,1,one look blasio tweet
297,1,spelled wrong got try again
298,1,spelled sovietstyle censorship wrong
299,1,trump spelled name wrong that funny
300,1,block them remove power
301,1,discover them block them
302,1,china block them who
303,1,here guy that talking youtube world economic forum watch word
304,1,cannot youtube not youtube since election
305,1,youtube getting black out every night cannot load anymore vids
306,1,tell karen look eye
307,1,probably think picking judy garland
308,1,hey karen maybe call manager get
309,1,that got camera pay back bitch
310,1,split hell wide open
311,1,rip heart wide open not breath
312,1,sorry stupid spell check republican
313,1,not spell check either
314,1,spell check language check awesome thing make appear intelligence
315,1,what debate stand right
316,1,president trump stand what right
317,1,going take stand what right another politician speaking here
318,1,need end shit them
319,1,going inwe need stop them
320,1,way stop need rise collectively pit end
321,1,think rock star something
322,1,actually bigger that global rock star
323,1,pure rock star nothing else say
324,1,would like watch one
325,1,read whole article you will understand
326,1,read whole conversation shut
327,1,welcome socialist ununited state america
328,1,welcome communist state america
329,1,america longer free country
330,1,may god bless protect always candace
331,1,love candace fighter president
332,1,yes candace another warrior light love her
333,1,everyone must see this
334,1,please repost this people need see this
335,1,least still joke this hopeful court turn around people deserve voice heard
336,1,too know never will padded pocket many powerful people
337,1,mental institution given padded cell snow white straight jacket
338,1,impeach cuomo better put straight jacket
339,1,gallon milk coming soon
340,1,shit storm coming period
341,1,getting close time storm gate
342,1,plan connect gab tonight
343,1,really not gaff god help
344,1,gab anyone interested that got from
345,1,there upvoted first parley post would thankful could give follow ambassador massupvote interested growing parler account send direct message massupvote click website link bio information
346,1,upvoted post would really grateful could give follow ambassador massupvote interest grow parler account send massupvote click website link bio info
347,1,hey upvoted parley post would thankful could give follow ambassador massupvote interest grow parler account send direct message massupvote click webpage url bio information
348,1,hello upvoted parley post would really appreciative could give follow ambassador massupvote interested grow parler page send massupvote click webpage link bio info
349,1,how you upvoted parley post would really appreciative could give follow ambassador massupvote interested grow parler account send direct message massupvote click webpage url bio information
350,1,how you upvoted first parley post would appreciative could give follow ambassador massupvote interested grow parler account send direct message massupvote click website url bio information
351,2,huh one misinformation tweet
352,2,anymore misinformation bullshit planned
353,2,sure misinformation spread even brendan
354,2,pedo adam nervous durham sleeve
355,2,where durham investigation report
356,2,interesting voted twice yeah fraud barr
357,2,well not bush gore either
358,2,learn bush family wow one fooled
359,2,fraud like bush family
360,2,you are going charged first douche bag guilty prosecutorial misconduct fraud btw president trump will not pardoning you
361,2,look happened south africa white hunted killed repercussion next animal charge biden
362,2,talk linseed that rinos ever been talk many hearing since terrorist obama fraudulently placed white house lot came learned deep state actor allowed lie oath even wray yet prosecution hell treason committed past year sat back watched happen
363,2,well forget fbi cia corrupt
364,2,gee surprised ever heard dirty cop fbi doj cia
365,2,fbi doj miasad terrible country
366,2,get guy like general flynn rally patriot decend armed force
367,2,win general flynn team
368,2,sidney also general flynn extent please shut
369,2,take john robert off one
370,2,seems quite possible john robert paid off
371,2,know are not john paul second
372,2,what hunter laptop china blackmail fbi doe not care
373,2,hunter laptop given biden illegitimate presidentreject
374,2,stopped talking hunter laptop
375,2,biden listed criminal defendant felony case ukraine alone disqualify becoming president need arrested extradited
376,2,joe biden named criminal case ukraine president elect hope come get soon answer get charged treason country
377,2,ukraine need start paperwork extradition
378,2,whole family corrupt including jill
379,2,take hard look entire corrupt clan
380,2,back basement dementia biden yeah hope see entire corrupt family jail
381,2,yep biden crime family begun
382,2,would great name book biden crime family word
383,2,lol probably biden crime family prosecuted that funny part
384,2,follow order stand back wall asshole trump commander chief
385,2,bos make final decision commander chief president donald trump
386,2,thought commander chief national guard
387,2,she serious epstein alive lost
388,2,epstein island lead room
389,2,yea wssnt led epstein islander
390,2,sound like death threat doe not secret service something
391,2,seems credible threat dominion all
392,2,everything change death threat
393,2,gen flynn head fbi fbi corrupt especially wray need fired soon possible
394,2,gen flynn fbi head echo agree
395,2,that need david clarke head fbi
396,2,projected not mean winner
397,2,president trump projected winner election
398,2,projected president elect donald trump
399,2,care biden basement trump still president come january
400,2,real scumbag hiding basement joe biden peotection
401,2,basement biden life fraud
402,2,guessing jill biden room barack said joe this
403,2,bush clinton obama them
404,2,joe hunter getting arrested
405,2,clinton foundation heavy haiti
406,2,report newsmax ceo donates million clinton foundation
407,2,newsmax ceo contributes clinton foundation
408,2,not think biden could get security clearance
409,2,htf clown get security clearance
410,2,even get security clearance
411,2,super spreader indeed bathroom wall bus station not lie
412,2,governor whitmere popular college also known super spreader
413,2,trump event super spreader
414,2,like one russia russia russia
415,2,russia russia russiastop china china china idiot
416,2,have beat head russia not believe anymore replace russia china
417,2,bombshell massive election tampering overturn coming
418,2,seems testimony alone say foreign vote tampering election
419,2,nope nefarious election tampering effort doe not disqualify candidate
420,2,need christopher wrays resignation
421,2,barr obstructor justice gone wray haspel fauci
422,2,well fbi director christopher wray okay still waiting
423,2,threat democracy really need new catch phrase
424,2,trump threat democracy ignorant bastard
425,2,not threat democracy threat control information let freedom ring
426,2,that foreign interference election
427,2,preventing election interference using election interferencen
428,2,get foreign vote somehow amiright
429,2,not anymore federal reserve treasury
430,2,fucked since federal reserve created nothing see here move along
431,2,federal reserve owns money not yours turn spend
432,2,wonder obama prefers crack cocaine crack
433,2,give hunter full crack pipe good bidens
434,2,crack dealer said looking too
435,2,also given something handshake bush funeral
436,2,supposedly card given certain people funeral ghw bush
437,2,wife got one envelope old man bush funeral
438,2,get swept rug mysteriously disappear back china
439,2,pray not feel like swept rug
440,2,blind cannot swept rug
441,2,lock chief justice robert immediately
442,2,get vote chief justice
443,2,think chief justice john robert disgrace united state supreme court
444,2,freedom today not give one hoot gore two idiot
445,2,gore president elect day not remember president gore
446,2,day gore thought next president united state trump
447,2,today friday december going get john ratcliff dni report today
448,2,ratcliffe waiting friday state day could submitted report last week delaying electoral vote
449,2,ratcliffe already said report will not coming january
450,2,camera always happen pointing explosion
451,2,yup caught video apparently demonrats know camera would disabled
452,2,citation put place unconstitutional camera ticket imho
453,2,not real alex jones
454,2,you going december alex
455,2,not like alex jones all good him
456,2,think real question how launder money
457,2,jude would actually trying launder money that papa joe noice house thing
458,2,sound like laundered money china way beijing biden
459,2,deep state company network revealed ukraine via investigation biden revenge list creator medium
460,2,hunter biden email reportedly name kamala harris others key contact joint venture china energy
461,2,breaking senator release new evidence tying hunter biden business communist china russian energy
462,2,not late hence trump signed foreign election interference
463,2,president trump executive order covering interference election foreign entity look relevant today
464,2,did not sign executive order enabling government propaganda american citizen witnessing
465,2,government threaten shut down seems every year
466,2,judge likely threaten family
467,2,cia threatened life live child guaranteed
468,2,cap shouting assange name catch pardon finally
469,2,live feed outside old bailey awaiting decision julian assange hearing
470,2,pardon assange snowden ask favor show world election fraud
471,2,former lawmaker hell you
472,2,not typical schedule former
473,2,say former not current
474,2,seriously wrong him think law pardon final say
475,2,praying get pardon president trump
476,2,that sad trump pardon him him sad
477,2,back mommy basement hot pocket ready
478,2,back mom basement betamale
479,2,stay hidden basement come better ready play big boy lol hold found pacifier
480,2,people think are freakin communist
481,2,freakin turncoat wow you ashamed
482,2,burn freakin mask they are killing
483,2,buy headphone listen infowars
484,2,give infowars name back
485,2,hard believe infowars watermark cluster
486,2,well ring true fake russian collusion fake impeachment charge too
487,2,least trump fairly russian collusion total not honest election
488,2,russian probe indictment people went jail not hoax lol
489,2,another bite dust nyc
490,2,beautiful another douchey demonrat bite dust
491,2,another one bite dust buh bye
492,2,are not lot online pedowatchers tried sentenced federal court
493,2,yes presidential pardon applies federal crime think not sure
494,2,true committed multiple federal state crime life gitmo parole
495,2,take olive branch stick tight little libral yours
496,2,ummmwhy bite hand feed
497,2,dominion elected gop not bite hand feed them
498,2,realize doctorate honorary not earned
499,2,study real phd prison computer there have heard
500,2,back college professor told phd meant piled higher deeper
501,2,thought madison needed serious house cleaning may given enema see executive order liegh dundass video
502,2,leigh dundas explains she page vid labeled
503,2,watch leigh dundas effect trump executive order presidential election youtube
504,2,ought move place like china russia iran instead trying ruin america
505,2,putin like this doe not trump move there
506,2,pathetic brainwashed move russia
507,2,whole world knew wall street elite biden jjust puppet
508,2,whole world know lost
509,2,trump whole fucking world know
510,2,national security agency hiding communication seth rich julian assange
511,2,need fbi say man received email verified seth rich gave him
512,2,jim jordan long known seth rich laptop
513,2,get oregon tear whole fucking corrupt system down
514,2,whole system corrupt god bless
515,2,seems like entire educational system compromised
516,2,cnn lie blatant political bias threat national security
517,2,good national security threat
518,2,trump national security threat
519,2,say bring national guard
520,2,mother national guard now
521,2,trump need call national guard federalize damn thing
522,2,hear that sound paper shredded
523,2,recount what shredded trump ballot
524,2,signature one envelope already shredded burned trashed
525,2,stay basement dumb fuck
526,2,get back basement fagboy
527,2,loses back basement good
528,2,want threaten right get greg scarpa albert anastasia need axx something
529,2,need charged terrorist threat racist disgrace
530,2,need arrested charged threat america cannot stand socialist garbage
531,2,jill biden medicine woman
532,2,jill biden doctor like ross geller
533,2,jill not real doctor another crook biden crime family
534,2,smoke mirror like said chaos distraction
535,2,elite never take real vaccine smoke mirror
536,2,agreed smoke mirror ellie
537,2,federal state local government become corrupt confidence anymore
538,2,smash platform lawsuit federal criminal charge
539,2,sheriff clark spot cdc run political hack
540,2,liberal justice stephen breyer also compromised
541,2,breyer resigned day ago
542,2,start breyer kagan sotomayor robert
543,2,bill barr said doj not found evidence fraud not not any listen wording
544,2,seen justice dept spokeswoman say barr did not say true
545,2,like barr saying they have not found evidence fraud not looking
546,3,perhaps start telling are going instead staying silent majority
547,3,silent majority silent jesus silent more god country
548,3,silent majority silent more
549,3,mitt romney never show face
550,3,mitt romney straight hell not pas godo not collect
551,3,cannot wait vote mitt office move back massachusetts belongs
552,3,utah please get rid jack
553,3,utah have tried rid him have struck governor embarrassment state
554,3,twit please utah vote scum out slime swamp
555,3,maybe time form new party republican rhino not stand trumpdeployable strong partysounds good
556,3,deserve remain congress all democrat ever govt position antiamerican attitude support treason
557,3,respectfully disagree would voted president trump independent done republican party time patriot party president trump done create patriot party million join next true patriot office
558,3,have said mcconnell back stabber year going bury usa
559,3,someone need stab back see like
560,3,smile face back stabber
561,3,ted cruz need him
562,3,ted cruz next supreme court justice man know constitution
563,3,josh hawley seditious bitch
564,3,obama judge still screwing
565,3,someone need investigate governor georgia bribed dominion
566,3,supreme court state totally corrupted lying organized crime scumbags
567,3,new party need formed
568,3,need establish patriot party
569,3,time replace party making new party
570,3,senate majority piece garbage
571,3,run democratic party seat she occupying republican seat governed republican
572,3,bet senate house would change too
573,3,think democrat not dine job keep election secure republican tsking area
574,3,make sure know fact showprove present fraud senate congress january corruption not win
575,3,never liked kemp crazy stacy got vote starting look like lesser two evil
576,3,look paul ryanpence relationship
577,3,paul ryan ruined fox
578,3,ryan nothingthat needed say
579,3,amen better maga take party
580,3,maga party party donald trump
581,3,maga party matter will slowly destroy pathetic party
582,3,got right another rino traitor
583,3,attached stuff know rinos romney not vote
584,3,vote rino scum like romney people need get educated
585,3,silence president not think special will not silence
586,3,parler opinion will not silenced trump
587,3,medium silence president trump cannot president trump silence medium love
588,3,stacy abrams thank that she ring leader
589,3,oprah backed abrams see work
590,3,want see stacy abrams gone break back
591,3,president bill clinton paul kagame
592,3,repulsive rand paul disgust fake republican
593,3,not sure rand paul believe stand
594,3,great get kamel lose lose lose
595,3,biden kamel toe tried publicly hanged
596,3,wrong level not fast joe kamilla
597,3,trump never rnc support support people
598,3,rnc defected president trump
599,3,steele one main reason quit giving rnc year ago
600,3,now now that little harsh erase
601,3,wonder history say going kill erase shit
602,3,civil war erased history
603,3,traitor betrayed million american
604,3,not caught chose betray america
605,3,betrayed president people are done
606,3,have done that drain
607,3,pray god drain swamp
608,3,have day number one draining swamp
609,3,cannot stop uslet get party started sign
610,3,let get party started
611,3,yea let get patriot party started
612,3,president trump said going clean swamp think anything changed nope
613,3,unity tormented republican president year wanted powernow want stand themhell
614,3,count would rather sit jail along sheep not wear mask not lame rule refuse obey not vaccinate ever wake rinos brought country rinos gop did not support president hope leave party you are worthless you
615,3,not getting vote republican democrat ever again
616,3,never trump doe not get second term you will never get vote again
617,3,love never vote turd again anyone else notice miss lindsey not wearing mask
618,3,fail miserably ndwe make america great again
619,3,tomllahrenofficial need america great again liberal
620,3,make amerikkka great again make america white
621,3,bitch garbage woman stfu
622,3,loser slave someone else thought speaks stfu dumbass
623,3,jake stfu sick socialist
624,3,not allow removed legally elected president djt four year
625,3,speculation not real djt
626,3,law order president djt
627,3,kamala toe give senate seat heard cannot find
628,3,kamala given senate seat yet
629,3,kamala harris think elect resigned senate seat because know what coming
630,3,cannot stand guy trump supposed drain swamp boycott gaboycott
631,3,not boycott get vote boycotting runoff ensure losing senate not vote legal vote not exist
632,3,boycott georgia runoff election
633,3,jay inslee spineless puppet
634,3,that republican spineless turd
635,3,gop gumby party spineless weakkneed
636,3,canisvex knew perdue did hear loeffler
637,3,loeffler perdue perfectly happy dominion machine georgiarunoff
638,3,run thing perdue loeffler lose race yous senate
639,3,number one soon fake news doublebarrel stick sideways spin
640,3,doubt like democrat spin story
641,3,mean spin thing insincere
642,3,not left right democrat republican saved lost
643,3,definitely staged longer republicani alwaysbe patriot
644,3,longer republican many year certainly conservative
645,3,crap right infuriating country attack formality
646,3,pimping georgia highest bidder infuriating
647,3,second worth cnn absolutely infuriating
648,3,lady liberty pulling great president back oval office
649,3,biden first oval office gitmo
650,3,harris people take get oval office they have started leg
651,3,bagpipe bob part swamp
652,3,fox news part swamp
653,3,know part swamp right complicit democrat congress think talk draining swamp
654,3,repmattgaetz you love djt party
655,3,would love move claim repmattgaetz however jimjordan awesome too
656,3,still faith repmattgaetz devinnunesca many republican will not let president
657,3,ever seen demoncrat get arrested dirty deed politics
658,3,how corrupt politician like them
659,3,sickens play game mitch kept job
660,3,not lying really base right check urself
661,3,that democrat base rest spread across country
662,3,are not republican base are trump base trump all
663,3,time terse phone call pile trash
664,3,thank taking trash out
665,3,trash taking self out
666,3,probably would biggest selloutrhino ever call rhino worthy label
667,3,naturally rhino ohio support wrong side
668,3,solid republican rhino going now democrat
669,3,look faced benedict arnold
670,3,fuck tucker carlson benedict fucking arnold
671,3,name benedict arnold reference treason replaced name joe biden eternity
672,3,impeach governor secretary state
673,3,sort secretary state warranty because one defective might well dem
674,3,key leadership them communist including secretary state governor
675,3,right senator cruz proud texas senator unlike rino cornpone
676,3,yes need work getting lazy texas republican though john cornyn number one need
677,3,senator john cornyn texas traitor
678,3,know that think sit figuring trying steal election asking what dems next move gop better get rid ballot better way oversee voting chance abuse system find dems
679,3,counting gop help going disappointed yet gop allowed democrat change election law right electionso complicit democrat fraud not stretch surmise gop democrat worked together get rid trump fraudulent election
680,3,fix would stop allowing demonrats win election cheating therefore allowing house representative run republican party instead wicked witch left coast nowall pelosi
681,3,believe history indeed repeat itselfall revolution since beginning written history self consumed
682,3,need history book tell history repeating itself already know happening trump win
683,3,highlyunpredictable revolutionremember history repeat itself
684,3,not rosen part deep state would trump
685,3,penny part deep state
686,3,hope rosen not part establishment deep state
687,3,yeah getting exhausting got them wait emotional rollercoaster
688,3,roller coaster ride not good blood pressure
689,3,wish confidence worst rollercoaster ride ever
690,3,trying doe not backbone dumb
691,3,not time backbone soften stiffen patriot
692,3,backbone thin ground day seems
693,3,check out next thing know bartender potato become senator wait
694,3,two gop win overcome coalition majority dems mitch cornyn least others
695,3,republican living georgia need vote survival country know love depends vote must keep senate volunteer election watcher
696,3,next time something rhetoric either become part solution labeled part problem
697,3,mitch mcchina better figure want part problem part solution
698,3,left fix bayonet part
699,3,making room kamala become president plan along
700,3,kamala known dem playbook say along
701,3,easybecause wanted commie kamala along
702,3,that majority let roll
703,3,nope majority like sorta thing
704,3,people voted majority won
705,3,another swamp rat warmonger exposed
706,3,another demented swamp rat
707,3,another sold swamp rat
708,3,need decent senator exist
709,3,american need every senator
710,3,senator this need congress senatebwho huevos
711,3,high high gear nearly two yearshow long take confirm already knew
712,3,dominion software make one wonder two steel tower collapsed plane buried completely ground vega massacre
713,3,week ago dozen bus transporting lot military personnel trading base here told they are headed texas catch flight thought trump pulling force home guy headed
714,3,republican not sign least will know need primaried office next time around
715,3,republican voted monstrosity primaried starting today
716,3,gop representative choice stand brook get primaried
717,3,left republican party today changed party affiliation officially
718,3,watching january changing party affiliation
719,3,cancel party affiliation republican today
720,3,could get crazy pin needle
721,3,must missed video getting needle
722,3,yea that needle cannot threaded
723,3,mcconnells not turtle snake
724,3,thanks mitch mcconnell turtle fuck
725,3,mcconnell turtle head every room enters
726,4,thank johnny hope wonderful christmas too
727,4,merry christmas god bless all too
728,4,thank merry christmas too
729,4,never not fight nov election support run off
730,4,not stand election fraud support fair election support trump
731,4,happens support authoritarian trump want thank god traitor lost election
732,4,thank coming forward standing american people constitution
733,4,thank standing trump president
734,4,thank standing american citizen letting vote count
735,4,skipperpie too wishful thinking going get early start getting christmas tree
736,4,have waiting day one want day christmas present
737,4,watch celebrate christmas asshole control
738,4,love keep good work
739,4,keep great work brandon wwg wga
740,4,great job doug keep great work
741,4,hip hip hooray bring thunder lightning strike longoverdue
